962,0,2,2,0,4,7,2,1,0
0,1108,2,2,0,4,4,2,13,0
6,7,929,15,11,3,12,10,32,7
3,1,23,915,0,22,2,12,18,14
1,2,3,1,916,0,12,2,9,36
9,3,5,37,10,766,14,9,29,10
11,3,3,2,9,17,909,2,2,0
2,10,24,6,8,1,0,941,2,34
7,5,8,15,8,19,10,9,881,12
10,7,1,9,21,6,1,23,9,922
