963,0,1,1,0,5,8,1,1,0
0,1110,2,2,0,2,4,2,13,0
11,11,903,17,13,2,14,15,40,6
3,1,18,924,0,22,4,13,16,9
1,2,2,1,923,0,12,2,8,31
10,3,1,42,9,762,19,9,30,7
12,3,3,2,9,11,912,3,3,0
4,10,20,8,6,1,0,945,3,31
11,10,7,22,10,26,11,11,856,10
11,7,2,11,40,6,0,31,7,894
